D:DiseaseID:12603,G:HGNC:4204
D:DiseaseID:8556,G:HGNC:15899
D:DiseaseID:4442,G:HGNC:4250
D:DiseaseID:1959,G:HGNC:21219
D:DiseaseID:481,G:HGNC:20406
D:DiseaseID:7527,G:HGNC:3542
D:DiseaseID:8640,G:HGNC:9451
D:DiseaseID:4218,G:HGNC:19963
D:DiseaseID:6081,G:HGNC:4122
D:DiseaseID:2809,G:HGNC:2938
D:DiseaseID:2024,G:HGNC:21246
D:DiseaseID:2399,G:HGNC:24229
D:DiseaseID:2778,G:HGNC:14214
D:DiseaseID:2654,G:HGNC:29594
D:DiseaseID:7056,G:HGNC:23216
D:DiseaseID:1190,G:HGNC:24160
D:DiseaseID:3285,G:HGNC:28472
D:DiseaseID:2448,G:HGNC:28472
D:DiseaseID:1574,G:HGNC:21022
D:DiseaseID:3299,G:HGNC:25660
D:DiseaseID:4312,G:HGNC:25660
D:DiseaseID:2316,G:HGNC:29253
D:DiseaseID:4197,G:HGNC:29253
D:DiseaseID:3962,G:HGNC:20761
D:DiseaseID:1097,G:HGNC:30832
D:DiseaseID:858,G:HGNC:25221
D:DiseaseID:3266,G:HGNC:24797
D:DiseaseID:7604,G:HGNC:3444
D:DiseaseID:1582,G:HGNC:16650
D:DiseaseID:1195,G:HGNC:21308
D:DiseaseID:8556,G:HGNC:29666
D:DiseaseID:1581,G:HGNC:29666
D:DiseaseID:2950,G:HGNC:583
D:DiseaseID:1847,G:HGNC:20716
D:DiseaseID:11943,G:HGNC:21957
D:DiseaseID:2330,G:HGNC:18481
D:DiseaseID:1005,G:HGNC:25812
D:DiseaseID:1171,G:HGNC:19141
D:DiseaseID:8380,G:HGNC:33699
D:DiseaseID:3913,G:HGNC:16133
D:DiseaseID:1651,G:HGNC:25712
D:DiseaseID:4183,G:HGNC:26193
D:DiseaseID:2958,G:HGNC:29561
D:DiseaseID:2859,G:HGNC:26361
D:DiseaseID:2858,G:HGNC:26361
D:DiseaseID:2984,G:HGNC:24539
D:DiseaseID:3787,G:HGNC:31648
D:DiseaseID:3965,G:HGNC:1356
D:DiseaseID:4007,G:HGNC:16947
D:DiseaseID:1580,G:HGNC:21062
D:DiseaseID:4016,G:HGNC:21062
D:DiseaseID:9669,G:HGNC:3606
D:DiseaseID:2374,G:HGNC:26348
D:DiseaseID:6073,G:HGNC:714
D:DiseaseID:1546,G:HGNC:21406
D:DiseaseID:3841,G:HGNC:24212
D:DiseaseID:1211,G:HGNC:18806
D:DiseaseID:6080,G:HGNC:4696
D:DiseaseID:2019,G:HGNC:26820
D:DiseaseID:2368,G:HGNC:28852
D:DiseaseID:2227,G:HGNC:20444
D:DiseaseID:4138,G:HGNC:29017
D:DiseaseID:3043,G:HGNC:4298
D:DiseaseID:6082,G:HGNC:4298
D:DiseaseID:2228,G:HGNC:19191
D:DiseaseID:2478,G:HGNC:29086
D:DiseaseID:3676,G:HGNC:13872
D:DiseaseID:2292,G:HGNC:8101
D:DiseaseID:2254,G:HGNC:15766
D:DiseaseID:4284,G:HGNC:25568
D:DiseaseID:3516,G:HGNC:14888
D:DiseaseID:1906,G:HGNC:30035
D:DiseaseID:3458,G:HGNC:30831
D:DiseaseID:12160,G:HGNC:30497
D:DiseaseID:965,G:HGNC:30497
D:DiseaseID:2669,G:HGNC:11449
D:DiseaseID:3470,G:HGNC:14304
D:DiseaseID:5020,G:HGNC:19967
D:DiseaseID:1196,G:HGNC:19967
D:DiseaseID:3914,G:HGNC:16235
D:DiseaseID:7060,G:HGNC:21316
D:DiseaseID:3297,G:HGNC:29262
D:DiseaseID:3916,G:HGNC:28486
D:DiseaseID:3597,G:HGNC:15646
D:DiseaseID:2872,G:HGNC:15646
D:DiseaseID:3403,G:HGNC:19125
D:DiseaseID:4397,G:HGNC:29105
D:DiseaseID:3409,G:HGNC:29105
D:DiseaseID:3822,G:HGNC:29937
D:DiseaseID:3277,G:HGNC:23015
D:DiseaseID:2255,G:HGNC:15573
D:DiseaseID:2781,G:HGNC:23625
D:DiseaseID:3780,G:HGNC:18111
D:DiseaseID:3980,G:HGNC:21197
D:DiseaseID:2816,G:HGNC:28660
D:DiseaseID:3416,G:HGNC:23791
D:DiseaseID:4370,G:HGNC:24249
D:DiseaseID:2593,G:HGNC:23143
D:DiseaseID:4195,G:HGNC:29168
D:DiseaseID:2315,G:HGNC:29168
D:DiseaseID:865,G:HGNC:19129
D:DiseaseID:2609,G:HGNC:19129
D:DiseaseID:9859,G:HGNC:22448
D:DiseaseID:3380,G:HGNC:25135
D:DiseaseID:12372,G:HGNC:18122
D:DiseaseID:7426,G:HGNC:18358
D:DiseaseID:1625,G:HGNC:25994
D:DiseaseID:2785,G:HGNC:33188
D:DiseaseID:1445,G:HGNC:29216
D:DiseaseID:3476,G:HGNC:16171
D:DiseaseID:2774,G:HGNC:24283
D:DiseaseID:3417,G:HGNC:20731
D:DiseaseID:7894,G:HGNC:321
D:DiseaseID:7139,G:HGNC:29186
D:DiseaseID:1414,G:HGNC:11226
D:DiseaseID:3958,G:HGNC:11226
D:DiseaseID:3387,G:HGNC:11226
D:DiseaseID:2490,G:HGNC:15807
D:DiseaseID:2599,G:HGNC:25198
D:DiseaseID:1280,G:HGNC:26054
D:DiseaseID:3828,G:HGNC:19368
D:DiseaseID:925,G:HGNC:20800
D:DiseaseID:2973,G:HGNC:11968
D:DiseaseID:1023,G:HGNC:30650
D:DiseaseID:964,G:HGNC:26558
D:DiseaseID:3345,G:HGNC:26648
D:DiseaseID:5483,G:HGNC:8877
D:DiseaseID:4002,G:HGNC:20582
D:DiseaseID:2026,G:HGNC:17646
D:DiseaseID:1919,G:HGNC:28984
D:DiseaseID:4017,G:HGNC:28984
D:DiseaseID:2831,G:HGNC:29239
D:DiseaseID:7034,G:HGNC:3530
D:DiseaseID:6738,G:HGNC:2591
D:DiseaseID:1011,G:HGNC:2591
D:DiseaseID:2616,G:HGNC:16175
D:DiseaseID:3717,G:HGNC:26401
D:DiseaseID:2436,G:HGNC:23041
D:DiseaseID:2838,G:HGNC:20597
D:DiseaseID:2965,G:HGNC:23230
D:DiseaseID:2764,G:HGNC:24872
D:DiseaseID:4274,G:HGNC:25009
D:DiseaseID:2089,G:HGNC:24587
D:DiseaseID:4177,G:HGNC:12370
D:DiseaseID:1905,G:HGNC:30213
D:DiseaseID:6367,G:HGNC:10702
D:DiseaseID:2503,G:HGNC:10701
D:DiseaseID:2769,G:HGNC:21042
D:DiseaseID:2712,G:HGNC:1348
D:DiseaseID:6076,G:HGNC:26527
D:DiseaseID:3600,G:HGNC:26527
D:DiseaseID:2987,G:HGNC:23794
D:DiseaseID:4211,G:HGNC:18286
D:DiseaseID:1637,G:HGNC:30922
D:DiseaseID:2673,G:HGNC:21869
D:DiseaseID:3456,G:HGNC:21869
D:DiseaseID:3547,G:HGNC:19316
D:DiseaseID:724,G:HGNC:24116
D:DiseaseID:723,G:HGNC:25671
D:DiseaseID:1579,G:HGNC:23166
D:DiseaseID:3732,G:HGNC:23166
D:DiseaseID:2743,G:HGNC:20207
D:DiseaseID:3876,G:HGNC:26594
D:DiseaseID:2624,G:HGNC:25896
D:DiseaseID:2681,G:HGNC:14938
D:DiseaseID:1563,G:HGNC:14938
D:DiseaseID:3821,G:HGNC:30718
D:DiseaseID:3978,G:HGNC:26559
D:DiseaseID:3038,G:HGNC:27845
D:DiseaseID:3722,G:HGNC:29502
D:DiseaseID:3390,G:HGNC:28845
D:DiseaseID:4414,G:HGNC:28596
D:DiseaseID:1956,G:HGNC:28510
D:DiseaseID:4185,G:HGNC:19960
D:DiseaseID:3307,G:HGNC:19960
D:DiseaseID:3343,G:HGNC:26291
D:DiseaseID:4193,G:HGNC:29021
D:DiseaseID:662,G:HGNC:29021
D:DiseaseID:2314,G:HGNC:29021
D:DiseaseID:3347,G:HGNC:29021
D:DiseaseID:10205,G:HGNC:10993
D:DiseaseID:4342,G:HGNC:19706
D:DiseaseID:3122,G:HGNC:14004
D:DiseaseID:2787,G:HGNC:18028
D:DiseaseID:3037,G:HGNC:21484
D:DiseaseID:3824,G:HGNC:23247
D:DiseaseID:7999,G:HGNC:20194
D:DiseaseID:2088,G:HGNC:20194
D:DiseaseID:1632,G:HGNC:4551
D:DiseaseID:1623,G:HGNC:30237
D:DiseaseID:2640,G:HGNC:18127
D:DiseaseID:1392,G:HGNC:408
D:DiseaseID:2826,G:HGNC:18866
D:DiseaseID:2173,G:HGNC:2040
D:DiseaseID:3515,G:HGNC:17103
D:DiseaseID:2689,G:HGNC:18603
D:DiseaseID:2868,G:HGNC:1161
D:DiseaseID:3080,G:HGNC:14628
D:DiseaseID:3999,G:HGNC:24928
D:DiseaseID:2313,G:HGNC:28396
D:DiseaseID:4194,G:HGNC:28396
D:DiseaseID:4311,G:HGNC:28396
D:DiseaseID:2311,G:HGNC:7121
D:DiseaseID:3346,G:HGNC:7121
D:DiseaseID:4190,G:HGNC:7121
D:DiseaseID:1558,G:HGNC:13907
D:DiseaseID:4175,G:HGNC:26113
D:DiseaseID:5245,G:HGNC:16517
D:DiseaseID:2363,G:HGNC:29935
D:DiseaseID:3934,G:HGNC:29932
D:DiseaseID:3274,G:HGNC:10978
D:DiseaseID:857,G:HGNC:24525
D:DiseaseID:1156,G:HGNC:20305
D:DiseaseID:2434,G:HGNC:25223
D:DiseaseID:1527,G:HGNC:13387
D:DiseaseID:2799,G:HGNC:29958
D:DiseaseID:1899,G:HGNC:20914
D:DiseaseID:3697,G:HGNC:17009
D:DiseaseID:993,G:HGNC:119
D:DiseaseID:3711,G:HGNC:28741
D:DiseaseID:1151,G:HGNC:25133
D:DiseaseID:4327,G:HGNC:18688
D:DiseaseID:4270,G:HGNC:9020
D:DiseaseID:6075,G:HGNC:7632
D:DiseaseID:3389,G:HGNC:7632
D:DiseaseID:869,G:HGNC:5147
D:DiseaseID:673,G:HGNC:20297
D:DiseaseID:744,G:HGNC:24592
D:DiseaseID:1889,G:HGNC:28086
D:DiseaseID:3133,G:HGNC:22938
D:DiseaseID:2642,G:HGNC:16691
D:DiseaseID:1933,G:HGNC:10023
D:DiseaseID:1280,G:HGNC:20134
D:DiseaseID:2884,G:HGNC:20134
D:DiseaseID:655,G:HGNC:20499
D:DiseaseID:1492,G:HGNC:21024
D:DiseaseID:2699,G:HGNC:92
D:DiseaseID:2048,G:HGNC:17245
D:DiseaseID:2152,G:HGNC:30228
D:DiseaseID:2839,G:HGNC:18037
D:DiseaseID:3109,G:HGNC:20856
D:DiseaseID:4411,G:HGNC:24537
D:DiseaseID:1425,G:HGNC:24537
D:DiseaseID:740,G:HGNC:18969
D:DiseaseID:4846,G:HGNC:2606
D:DiseaseID:4214,G:HGNC:14550
D:DiseaseID:8535,G:HGNC:6831
D:DiseaseID:4405,G:HGNC:17797
D:DiseaseID:3992,G:HGNC:18986
D:DiseaseID:8390,G:HGNC:6826
D:DiseaseID:1377,G:HGNC:4806
D:DiseaseID:509,G:HGNC:17619
D:DiseaseID:1889,G:HGNC:17194
D:DiseaseID:3729,G:HGNC:21253
D:DiseaseID:1817,G:HGNC:23564
D:DiseaseID:1799,G:HGNC:23785
D:DiseaseID:8039,G:HGNC:3438
D:DiseaseID:1489,G:HGNC:3438
D:DiseaseID:8040,G:HGNC:3439
D:DiseaseID:1490,G:HGNC:3439
D:DiseaseID:1936,G:HGNC:16873
D:DiseaseID:3395,G:HGNC:16873
D:DiseaseID:1419,G:HGNC:16873
D:DiseaseID:2020,G:HGNC:28018
D:DiseaseID:2219,G:HGNC:25070
D:DiseaseID:2350,G:HGNC:24526
D:DiseaseID:1839,G:HGNC:23419
D:DiseaseID:9768,G:HGNC:27230
D:DiseaseID:609,G:HGNC:27230
D:DiseaseID:4011,G:HGNC:17975
D:DiseaseID:2891,G:HGNC:30078
D:DiseaseID:876,G:HGNC:4268
D:DiseaseID:7000,G:HGNC:19750
D:DiseaseID:2475,G:HGNC:25403
D:DiseaseID:1975,G:HGNC:16280
D:DiseaseID:3839,G:HGNC:12371
D:DiseaseID:3210,G:HGNC:2689
D:DiseaseID:2981,G:HGNC:19954
D:DiseaseID:2486,G:HGNC:17272
D:DiseaseID:2206,G:HGNC:17272
D:DiseaseID:3911,G:HGNC:17168
D:DiseaseID:1622,G:HGNC:30185
D:DiseaseID:3899,G:HGNC:15520
D:DiseaseID:661,G:HGNC:28949
D:DiseaseID:1569,G:HGNC:14048
D:DiseaseID:597,G:HGNC:16002
D:DiseaseID:656,G:HGNC:28358
D:DiseaseID:2487,G:HGNC:24054
D:DiseaseID:1686,G:HGNC:25088
D:DiseaseID:3976,G:HGNC:25786
D:DiseaseID:4389,G:HGNC:25786
D:DiseaseID:3119,G:HGNC:9153
D:DiseaseID:853,G:HGNC:6937
D:DiseaseID:852,G:HGNC:6936
D:DiseaseID:1720,G:HGNC:18618
D:DiseaseID:539,G:HGNC:13201
D:DiseaseID:3211,G:HGNC:30528
D:DiseaseID:4196,G:HGNC:25419
D:DiseaseID:913,G:HGNC:18802
D:DiseaseID:4191,G:HGNC:21575
D:DiseaseID:4829,G:HGNC:27960
D:DiseaseID:1038,G:HGNC:20626
D:DiseaseID:3154,G:HGNC:20626
D:DiseaseID:2188,G:HGNC:23594
D:DiseaseID:1018,G:HGNC:20889
D:DiseaseID:4012,G:HGNC:18540
D:DiseaseID:3336,G:HGNC:13210
D:DiseaseID:2218,G:HGNC:15888
D:DiseaseID:3541,G:HGNC:19977
D:DiseaseID:9439,G:HGNC:16406
D:DiseaseID:2083,G:HGNC:17494
D:DiseaseID:3990,G:HGNC:17494
D:DiseaseID:2404,G:HGNC:17494
D:DiseaseID:4439,G:HGNC:4189
D:DiseaseID:3786,G:HGNC:2810
D:DiseaseID:3681,G:HGNC:18183
D:DiseaseID:8555,G:HGNC:8636
D:DiseaseID:2376,G:HGNC:18829
D:DiseaseID:2067,G:HGNC:22962
D:DiseaseID:8548,G:HGNC:2896
D:DiseaseID:8549,G:HGNC:21350
D:DiseaseID:4385,G:HGNC:14025
D:DiseaseID:3869,G:HGNC:14025
D:DiseaseID:1550,G:HGNC:16999
D:DiseaseID:1544,G:HGNC:27561
D:DiseaseID:1538,G:HGNC:27561
D:DiseaseID:1545,G:HGNC:27561
D:DiseaseID:1539,G:HGNC:28422
D:DiseaseID:2162,G:HGNC:14344
D:DiseaseID:2462,G:HGNC:20862
D:DiseaseID:5569,G:HGNC:20502
D:DiseaseID:4848,G:HGNC:20580
D:DiseaseID:4071,G:HGNC:17104
D:DiseaseID:3826,G:HGNC:21493
D:DiseaseID:3216,G:HGNC:17877
D:DiseaseID:9860,G:HGNC:24669
D:DiseaseID:2207,G:HGNC:14906
D:DiseaseID:2789,G:HGNC:24259
D:DiseaseID:2788,G:HGNC:16197
D:DiseaseID:2256,G:HGNC:16966
D:DiseaseID:3046,G:HGNC:28862
D:DiseaseID:3023,G:HGNC:22965
D:DiseaseID:3036,G:HGNC:17928
D:DiseaseID:3495,G:HGNC:27337
D:DiseaseID:2397,G:HGNC:27337
D:DiseaseID:2267,G:HGNC:29529
D:DiseaseID:802,G:HGNC:23198
D:DiseaseID:666,G:HGNC:15946
D:DiseaseID:3768,G:HGNC:2799
D:DiseaseID:3784,G:HGNC:23212
D:DiseaseID:906,G:HGNC:12712
D:DiseaseID:2092,G:HGNC:14583
D:DiseaseID:3225,G:HGNC:19194
D:DiseaseID:6781,G:HGNC:12687
D:DiseaseID:1833,G:HGNC:12687
D:DiseaseID:1589,G:HGNC:14880
D:DiseaseID:4394,G:HGNC:28844
D:DiseaseID:3656,G:HGNC:23246
D:DiseaseID:4126,G:HGNC:23246
D:DiseaseID:2387,G:HGNC:7661
D:DiseaseID:2388,G:HGNC:7660
D:DiseaseID:2389,G:HGNC:2577
D:DiseaseID:2598,G:HGNC:16877
D:DiseaseID:3366,G:HGNC:16877
D:DiseaseID:11944,G:HGNC:17019
D:DiseaseID:9862,G:HGNC:11356
D:DiseaseID:2154,G:HGNC:20318
D:DiseaseID:2364,G:HGNC:14468
D:DiseaseID:1413,G:HGNC:445
D:DiseaseID:898,G:HGNC:445
D:DiseaseID:7892,G:HGNC:9726
D:DiseaseID:1958,G:HGNC:23287
D:DiseaseID:2446,G:HGNC:17084
D:DiseaseID:2445,G:HGNC:17089
D:DiseaseID:2248,G:HGNC:13030
D:DiseaseID:2923,G:HGNC:17175
D:DiseaseID:4032,G:HGNC:12601
D:DiseaseID:2183,G:HGNC:15469
D:DiseaseID:4220,G:HGNC:4887
D:DiseaseID:7771,G:HGNC:19027
D:DiseaseID:12177,G:HGNC:986
D:DiseaseID:4443,G:HGNC:18985
D:DiseaseID:1488,G:HGNC:25839
D:DiseaseID:7046,G:HGNC:746
D:DiseaseID:1718,G:HGNC:14581
D:DiseaseID:12192,G:HGNC:2323
D:DiseaseID:2994,G:HGNC:23089
D:DiseaseID:2684,G:HGNC:19349
D:DiseaseID:8334,G:HGNC:7758
D:DiseaseID:3859,G:HGNC:10592
D:DiseaseID:3894,G:HGNC:28929
D:DiseaseID:3904,G:HGNC:28927
D:DiseaseID:2367,G:HGNC:23044
D:DiseaseID:905,G:HGNC:291
D:DiseaseID:7139,G:HGNC:19042
D:DiseaseID:3435,G:HGNC:20665
D:DiseaseID:3394,G:HGNC:29427
D:DiseaseID:2482,G:HGNC:18672
D:DiseaseID:1507,G:HGNC:20373
D:DiseaseID:3563,G:HGNC:20603
D:DiseaseID:3014,G:HGNC:20603
D:DiseaseID:990,G:HGNC:20202
D:DiseaseID:2980,G:HGNC:18865
D:DiseaseID:1993,G:HGNC:18865
D:DiseaseID:3300,G:HGNC:18340
D:DiseaseID:4314,G:HGNC:18340
D:DiseaseID:2562,G:HGNC:18340
D:DiseaseID:1778,G:HGNC:21637
D:DiseaseID:4005,G:HGNC:17043
D:DiseaseID:3155,G:HGNC:29843
D:DiseaseID:3609,G:HGNC:20087
D:DiseaseID:3341,G:HGNC:20087
D:DiseaseID:1814,G:HGNC:15516
D:DiseaseID:1015,G:HGNC:15919
D:DiseaseID:4275,G:HGNC:20748
D:DiseaseID:4369,G:HGNC:15508
D:DiseaseID:8059,G:HGNC:6998
D:DiseaseID:8060,G:HGNC:6998
D:DiseaseID:3922,G:HGNC:2076
D:DiseaseID:2674,G:HGNC:16287
D:DiseaseID:2370,G:HGNC:19218
D:DiseaseID:8477,G:HGNC:21576
D:DiseaseID:649,G:HGNC:15977
D:DiseaseID:4392,G:HGNC:30171
D:DiseaseID:3385,G:HGNC:30171
D:DiseaseID:2737,G:HGNC:24624
D:DiseaseID:1526,G:HGNC:7907
D:DiseaseID:2317,G:HGNC:7907
D:DiseaseID:4307,G:HGNC:7907
D:DiseaseID:2775,G:HGNC:30782
D:DiseaseID:2773,G:HGNC:19088
D:DiseaseID:3920,G:HGNC:2073
D:DiseaseID:2589,G:HGNC:2073
D:DiseaseID:3149,G:HGNC:15533
D:DiseaseID:4348,G:HGNC:14372
D:DiseaseID:3342,G:HGNC:30000
D:DiseaseID:2683,G:HGNC:30794
D:DiseaseID:496,G:HGNC:20376
D:DiseaseID:1977,G:HGNC:21708
D:DiseaseID:3701,G:HGNC:16361
D:DiseaseID:4034,G:HGNC:16361
D:DiseaseID:3499,G:HGNC:16084
D:DiseaseID:3877,G:HGNC:23159
D:DiseaseID:4105,G:HGNC:23151
D:DiseaseID:1830,G:HGNC:15889
D:DiseaseID:3897,G:HGNC:21307
D:DiseaseID:2739,G:HGNC:33882
D:DiseaseID:795,G:HGNC:12703
D:DiseaseID:2601,G:HGNC:29670
D:DiseaseID:2602,G:HGNC:29670
D:DiseaseID:7899,G:HGNC:4180
D:DiseaseID:2603,G:HGNC:23026
D:DiseaseID:3917,G:HGNC:2079
D:DiseaseID:3918,G:HGNC:2079
D:DiseaseID:7029,G:HGNC:93
D:DiseaseID:2176,G:HGNC:103
D:DiseaseID:2018,G:HGNC:14637
D:DiseaseID:2017,G:HGNC:14637
D:DiseaseID:3603,G:HGNC:17349
D:DiseaseID:1745,G:HGNC:19353
D:DiseaseID:4264,G:HGNC:18324
D:DiseaseID:1997,G:HGNC:6138
D:DiseaseID:7530,G:HGNC:6138
D:DiseaseID:3811,G:HGNC:18576
D:DiseaseID:3788,G:HGNC:24820
D:DiseaseID:3788,G:HGNC:11828
D:DiseaseID:2420,G:HGNC:11828
D:DiseaseID:2772,G:HGNC:1461
D:DiseaseID:4122,G:HGNC:16905
D:DiseaseID:3401,G:HGNC:2135
D:DiseaseID:4028,G:HGNC:16356
D:DiseaseID:1705,G:HGNC:10535
D:DiseaseID:2871,G:HGNC:17412
D:DiseaseID:4006,G:HGNC:697
D:DiseaseID:6077,G:HGNC:4422
D:DiseaseID:3207,G:HGNC:2501
D:DiseaseID:4132,G:HGNC:21652
D:DiseaseID:2064,G:HGNC:9834
D:DiseaseID:1168,G:HGNC:10560
D:DiseaseID:7571,G:HGNC:30100
D:DiseaseID:2309,G:HGNC:7897
D:DiseaseID:8660,G:HGNC:9141
D:DiseaseID:1925,G:HGNC:2220
D:DiseaseID:2926,G:HGNC:29914
D:DiseaseID:3039,G:HGNC:29914
D:DiseaseID:2935,G:HGNC:18017
D:DiseaseID:2934,G:HGNC:18016
D:DiseaseID:2307,G:HGNC:11120
D:DiseaseID:2308,G:HGNC:11120
D:DiseaseID:2765,G:HGNC:6447
D:DiseaseID:989,G:HGNC:19698
D:DiseaseID:3340,G:HGNC:18758
D:DiseaseID:6026,G:HGNC:795
D:DiseaseID:6205,G:HGNC:1839
D:DiseaseID:4809,G:HGNC:713
D:DiseaseID:2039,G:HGNC:19331
D:DiseaseID:8477,G:HGNC:3413
D:DiseaseID:2853,G:HGNC:682
D:DiseaseID:3766,G:HGNC:20151
D:DiseaseID:1903,G:HGNC:20670
D:DiseaseID:1902,G:HGNC:20670
D:DiseaseID:8642,G:HGNC:15714
D:DiseaseID:4364,G:HGNC:15714
D:DiseaseID:767,G:HGNC:6294
D:DiseaseID:982,G:HGNC:6294
D:DiseaseID:2821,G:HGNC:23352
D:DiseaseID:1897,G:HGNC:18817
D:DiseaseID:1896,G:HGNC:17022
D:DiseaseID:541,G:HGNC:17109
D:DiseaseID:2243,G:HGNC:30032
D:DiseaseID:1521,G:HGNC:14988
D:DiseaseID:2038,G:HGNC:18871
D:DiseaseID:3892,G:HGNC:15718
D:DiseaseID:12180,G:HGNC:4892
D:DiseaseID:6368,G:HGNC:1713
D:DiseaseID:1371,G:HGNC:3033
D:DiseaseID:4360,G:HGNC:21317
D:DiseaseID:1509,G:HGNC:21317
D:DiseaseID:1837,G:HGNC:19440
D:DiseaseID:635,G:HGNC:3622
D:DiseaseID:3507,G:HGNC:3622
D:DiseaseID:3655,G:HGNC:3622
D:DiseaseID:675,G:HGNC:3622
D:DiseaseID:4424,G:HGNC:19743
D:DiseaseID:677,G:HGNC:19743
D:DiseaseID:3509,G:HGNC:19743
D:DiseaseID:2798,G:HGNC:3424
D:DiseaseID:2435,G:HGNC:17759
D:DiseaseID:4421,G:HGNC:9202
D:DiseaseID:3508,G:HGNC:9202
D:DiseaseID:676,G:HGNC:9202
D:DiseaseID:3817,G:HGNC:16473
D:DiseaseID:9850,G:HGNC:21191
D:DiseaseID:6463,G:HGNC:16783
D:DiseaseID:6464,G:HGNC:16783
D:DiseaseID:3302,G:HGNC:30391
D:DiseaseID:3574,G:HGNC:30391
D:DiseaseID:2198,G:HGNC:23656
D:DiseaseID:8227,G:HGNC:7773
D:DiseaseID:3898,G:HGNC:18483
D:DiseaseID:223,G:HGNC:360
D:DiseaseID:2779,G:HGNC:6299
D:DiseaseID:2833,G:HGNC:4507
D:DiseaseID:3598,G:HGNC:10288
D:DiseaseID:3748,G:HGNC:1385
D:DiseaseID:3614,G:HGNC:17340
D:DiseaseID:3675,G:HGNC:13517
D:DiseaseID:3568,G:HGNC:10729
D:DiseaseID:4210,G:HGNC:10729
D:DiseaseID:814,G:HGNC:27310
D:DiseaseID:2760,G:HGNC:27310
D:DiseaseID:2252,G:HGNC:14262
D:DiseaseID:9850,G:HGNC:14867
D:DiseaseID:9850,G:HGNC:619
D:DiseaseID:3993,G:HGNC:572
D:DiseaseID:1498,G:HGNC:573
D:DiseaseID:3997,G:HGNC:573
D:DiseaseID:3998,G:HGNC:575
D:DiseaseID:3723,G:HGNC:30800
D:DiseaseID:6035,G:HGNC:29626
D:DiseaseID:10874,G:HGNC:20323
D:DiseaseID:4308,G:HGNC:19104
D:DiseaseID:660,G:HGNC:19104
D:DiseaseID:3055,G:HGNC:17151
D:DiseaseID:7419,G:HGNC:16391
D:DiseaseID:12139,G:HGNC:16446
D:DiseaseID:3016,G:HGNC:16446
D:DiseaseID:2554,G:HGNC:11427
D:DiseaseID:2016,G:HGNC:13743
D:DiseaseID:1487,G:HGNC:6121
D:DiseaseID:1268,G:HGNC:6121
D:DiseaseID:1789,G:HGNC:10706
D:DiseaseID:3449,G:HGNC:14673
D:DiseaseID:2823,G:HGNC:9898
D:DiseaseID:8775,G:HGNC:15622
D:DiseaseID:1898,G:HGNC:17328
D:DiseaseID:4288,G:HGNC:3582
D:DiseaseID:3517,G:HGNC:5037
D:DiseaseID:3162,G:HGNC:15836
D:DiseaseID:3000,G:HGNC:15917
D:DiseaseID:1575,G:HGNC:10379
D:DiseaseID:2481,G:HGNC:6954
D:DiseaseID:1094,G:HGNC:18514
D:DiseaseID:5823,G:HGNC:8620
D:DiseaseID:493,G:HGNC:12796
D:DiseaseID:7261,G:HGNC:12796
D:DiseaseID:7500,G:HGNC:12796
D:DiseaseID:6955,G:HGNC:12796
D:DiseaseID:8644,G:HGNC:12796
D:DiseaseID:2924,G:HGNC:12796
D:DiseaseID:4305,G:HGNC:7905
D:DiseaseID:658,G:HGNC:7905
D:DiseaseID:4192,G:HGNC:7905
D:DiseaseID:9850,G:HGNC:7436
D:DiseaseID:12170,G:HGNC:7436
D:DiseaseID:1468,G:HGNC:7436
D:DiseaseID:3808,G:HGNC:19412
D:DiseaseID:3562,G:HGNC:18169
D:DiseaseID:701,G:HGNC:17129
D:DiseaseID:3582,G:HGNC:18362
D:DiseaseID:799,G:HGNC:18362
D:DiseaseID:6884,G:HGNC:7106
D:DiseaseID:7425,G:HGNC:1343
D:DiseaseID:3925,G:HGNC:2074
D:DiseaseID:3691,G:HGNC:16378
D:DiseaseID:4859,G:HGNC:3247
D:DiseaseID:7045,G:HGNC:6186
D:DiseaseID:7714,G:HGNC:16466
D:DiseaseID:1111,G:HGNC:16466
D:DiseaseID:2820,G:HGNC:16466
D:DiseaseID:2325,G:HGNC:851
D:DiseaseID:2175,G:HGNC:17995
D:DiseaseID:2697,G:HGNC:89
D:DiseaseID:3147,G:HGNC:18455
D:DiseaseID:1700,G:HGNC:24650
D:DiseaseID:2477,G:HGNC:2232
D:DiseaseID:2437,G:HGNC:16812
D:DiseaseID:2460,G:HGNC:18621
D:DiseaseID:2458,G:HGNC:18620
D:DiseaseID:2465,G:HGNC:6546
D:DiseaseID:6643,G:HGNC:6522
D:DiseaseID:2804,G:HGNC:12738
D:DiseaseID:12521,G:HGNC:4116
D:DiseaseID:728,G:HGNC:18873
D:DiseaseID:6305,G:HGNC:12592
D:DiseaseID:4269,G:HGNC:17993
D:DiseaseID:1889,G:HGNC:18828
D:DiseaseID:2290,G:HGNC:12442
D:DiseaseID:8015,G:HGNC:1968
D:DiseaseID:4815,G:HGNC:4115
D:DiseaseID:2698,G:HGNC:90
D:DiseaseID:2610,G:HGNC:8923
D:DiseaseID:864,G:HGNC:8923
D:DiseaseID:537,G:HGNC:428
D:DiseaseID:3135,G:HGNC:16412
D:DiseaseID:4402,G:HGNC:3951
D:DiseaseID:4420,G:HGNC:19139
D:DiseaseID:674,G:HGNC:19139
D:DiseaseID:3503,G:HGNC:19139
D:DiseaseID:3700,G:HGNC:7601
